comment,label,source
Nag-avail kami ng tour sa cultural center kahapon.,Neutral,synthetic
Nagtanong kami sa staff tungkol sa schedule ng City Hall grounds.,Neutral,synthetic
"Napabayaan ang event venue, kitang-kita sa staff nila.",Negative,synthetic
"The simbahan is beautiful, the pagkain exceeded expectations.",Positive,synthetic
"Napakasama ng accessibility sa cultural center, nakakadisappoint.",Negative,synthetic
"Sobrang dumi ng kapaligiran, nakakadiri sa festival area.",Negative,synthetic
"Sobrang dumi ng crowd control, nakakadiri sa festival area.",Negative,synthetic
"Sobrang linis at ayos ang festival area, top tier ang serbisyo nila.",Positive,synthetic
"Well-maintained ang cultural center, dagdag pa ang magandang organisasyon.",Positive,synthetic
"Napakaayos ng staff, babalik pa kami sa resort.",Positive,synthetic
"Delikado ang daan papunta sa museo, kailangan ayusin agad.",Negative,synthetic
Ang staff ng simbahan ay talagang kahanga-hanga.,Positive,synthetic
May entrance fee ba sa heritage site?,Neutral,synthetic
"Well-maintained ang museum, dagdag pa ang magandang parking.",Positive,synthetic
"Ang galing ng signage, proud kami sa festival area namin.",Positive,synthetic
"Maganda ang view sa park, masaya kami.",Positive,synthetic
Masyadong crowded at magulo ang organisasyon sa heritage trail.,Negative,synthetic
"Delikado ang view sa event venue, kailangan ayusin agad.",Negative,synthetic
Dumi at bulok ang staff sa heritage trail.,Negative,synthetic
Pumunta kami sa City Hall grounds noong Sabado.,Neutral,synthetic
"Napabayaan ang museo, kitang-kita sa banyo nila.",Negative,synthetic
"Napabayaan ang City Hall grounds, kitang-kita sa view nila.",Negative,synthetic
Ang museo ay bukas mula alas-otso hanggang alas-singko.,Neutral,synthetic
"Nakakatuwa ang crowd control dito sa cultural center, sulit ang byahe.",Positive,synthetic
Dumaan lang kami sa heritage trail papunta sa ibang lugar.,Neutral,synthetic
"Terrible tour guide, complete waste of time sa church.",Negative,synthetic
"Solid ang price, kaya naman worth it ang pagpunta sa cultural site.",Positive,synthetic
May entrance fee ba sa tourist spot?,Neutral,synthetic
"Disappointing ang banyo, hindi ko na babalikan ang riverside walk.",Negative,synthetic
"Highly recommended ang landmark, lalo na ang wifi signal.",Positive,synthetic
Hindi worth it ang bayad dahil sa mahinang price.,Negative,synthetic
"Ganito lang talaga ang tour guide, walang masyadong pagbabago.",Neutral,synthetic
"Disappointing ang banyo, hindi ko na babalikan ang park.",Negative,synthetic
"Hindi maayos ang kapaligiran, sayang ang pera at oras.",Negative,synthetic
Ang saya ng buong pamilya dahil sa signage ng church.,Positive,synthetic
May tanong ako tungkol sa parking area ng City Hall grounds.,Neutral,synthetic
Ang parking ng church ay talagang kahanga-hanga.,Positive,synthetic
"Medyo ordinary lang ang resort, walang masyadong kaibahan.",Neutral,synthetic
Average lang ang experience namin sa landmark.,Neutral,synthetic
The event venue has kapaligiran that is neither good nor bad.,Neutral,synthetic
"Nakakainis ang kalinisan, ang tagal ng pila sa heritage trail.",Negative,synthetic
"Highly recommended ang museo, lalo na ang tour guide.",Positive,synthetic
Nag-avail kami ng tour sa tourist spot kahapon.,Neutral,synthetic
"Ang serbisyo ay hindi maganda, kailangan ng improvement sa landmark.",Negative,synthetic
Ilan po ang bayad para sa serbisyo ng cultural center?,Neutral,synthetic
Sulit na sulit ang byahe dahil sa food ng heritage site.,Positive,synthetic
"Terrible safety, complete waste of time sa tourist spot.",Negative,synthetic
Nagtanong kami sa staff tungkol sa schedule ng heritage trail.,Neutral,synthetic
Nag-avail kami ng tour sa park kahapon.,Neutral,synthetic
Pumunta kami sa tourist spot noong Sabado.,Neutral,synthetic
"Delikado ang organisasyon sa park, kailangan ayusin agad.",Negative,synthetic
"Underwhelming ang park, lalo na ang kaligtasan.",Negative,synthetic
"Delikado ang food sa museo, kailangan ayusin agad.",Negative,synthetic
"Napakabait ng mga tao sa simbahan, dagdag pa ang mahusay na service.",Positive,synthetic
"Napakasama ng pagkain sa museum, nakakadisappoint.",Negative,synthetic
"Terrible tour guide, complete waste of time sa simbahan.",Negative,synthetic
"Grabe ang gulo sa heritage site, pati ang kalinisan sira-sira.",Negative,synthetic
"Underwhelming ang event venue, lalo na ang kalinisan.",Negative,synthetic
"Disappointing ang accessibility, hindi ko na babalikan ang City Hall grounds.",Negative,synthetic
"Maganda ang daan papunta sa plaza, masaya kami.",Positive,synthetic
"Poor ilaw sa gabi at the cultural center, would not recommend.",Negative,synthetic
"Napakabait ng mga tao sa landmark, dagdag pa ang mahusay na kalinisan.",Positive,synthetic
"Sakto lang ang price, pwede na.",Neutral,synthetic
May tanong ako tungkol sa kapaligiran ng riverside walk.,Neutral,synthetic
"The ilaw sa gabi at the park was excellent, highly recommended.",Positive,synthetic
Sulit na sulit ang byahe dahil sa facilities ng tourist spot.,Positive,synthetic
"Sobrang linis at ayos ang festival area, top tier ang signage nila.",Positive,synthetic
"The presyo at the tourist spot was excellent, highly recommended.",Positive,synthetic
"Napakaayos ng signage, babalik pa kami sa City Hall grounds.",Positive,synthetic
The resort has parking that is neither good nor bad.,Neutral,synthetic
"Sakto lang ang service, pwede na.",Neutral,synthetic
"Loved the staff of the festival area, will definitely come back.",Positive,synthetic
"Napakaayos ng signage, babalik pa kami sa landmark.",Positive,synthetic
"Poor facilities at the heritage trail, would not recommend.",Negative,synthetic
"Ang presyo ay hindi maganda, kailangan ng improvement sa heritage trail.",Negative,synthetic
"Napakaayos ng banyo, babalik pa kami sa resort.",Positive,synthetic
Ilan po ang bayad para sa view ng City Hall grounds?,Neutral,synthetic
"Okay lang ang parking area, walang special pero ok naman.",Neutral,synthetic
Sobrang pangit ng karanasan namin sa tourist spot dahil sa tanawin.,Negative,synthetic
Friendly at accommodating ang mga tao sa plaza.,Positive,synthetic
Nag-avail kami ng tour sa riverside walk kahapon.,Neutral,synthetic
"Grabe ang ganda ng museum, kahit ang parking ay astig.",Positive,synthetic
Dumaan lang kami sa church papunta sa ibang lugar.,Neutral,synthetic
Average lang ang experience namin sa festival area.,Neutral,synthetic
"The wifi signal at the heritage trail was excellent, highly recommended.",Positive,synthetic
Ilang minuto lang ang layo ng cultural site mula sa main road.,Neutral,synthetic
The simbahan has organisasyon that is neither good nor bad.,Neutral,synthetic
"Sobrang linis at ayos ang festival area, top tier ang facilities nila.",Positive,synthetic
"Highly recommended ang heritage site, lalo na ang parking area.",Positive,synthetic
"Solid ang banyo, kaya naman worth it ang pagpunta sa festival area.",Positive,synthetic
May tanong ako tungkol sa daan papunta ng riverside walk.,Neutral,synthetic
"Disappointing ang cleanliness, hindi ko na babalikan ang heritage site.",Negative,synthetic
"Sobrang dumi ng kapaligiran, nakakadiri sa simbahan.",Negative,synthetic
Friendly at accommodating ang mga tao sa festival area.,Positive,synthetic
Friendly at accommodating ang mga tao sa cultural center.,Positive,synthetic
Ang saya ng buong pamilya dahil sa kalinisan ng plaza.,Positive,synthetic
Friendly at accommodating ang mga tao sa tourist spot.,Positive,synthetic
"Sobrang dumi ng presyo, nakakadiri sa festival area.",Negative,synthetic
"Nakakainis ang ilaw sa gabi, ang tagal ng pila sa landmark.",Negative,synthetic
"Excellent kaligtasan, courteous at mabilis ang mga tauhan sa landmark.",Positive,synthetic
"Sobrang linis at ayos ang tourist spot, top tier ang facilities nila.",Positive,synthetic
"The staff at the church was excellent, highly recommended.",Positive,synthetic
Nagtanong kami sa staff tungkol sa schedule ng tourist spot.,Neutral,synthetic
Overpriced pero mababa ang kalidad ng kaligtasan.,Negative,synthetic
Ang saya ng buong pamilya dahil sa banyo ng cultural center.,Positive,synthetic
"Grabe ang gulo sa cultural site, pati ang staff sira-sira.",Negative,synthetic
"Poor view at the landmark, would not recommend.",Negative,synthetic
Masyadong crowded at magulo ang staff sa park.,Negative,synthetic
"Grabe ang gulo sa heritage site, pati ang organisasyon sira-sira.",Negative,synthetic
"Disappointing ang parking area, hindi ko na babalikan ang heritage trail.",Negative,synthetic
Friendly at accommodating ang mga tao sa heritage site.,Positive,synthetic
"Disappointing ang staff, hindi ko na babalikan ang festival area.",Negative,synthetic
"Highly recommended ang heritage trail, lalo na ang organisasyon.",Positive,synthetic
Sulit na sulit ang byahe dahil sa ilaw sa gabi ng park.,Positive,synthetic
"Grabe ang ganda ng festival area, kahit ang guides ay astig.",Positive,synthetic
Overpriced pero mababa ang kalidad ng presyo.,Negative,synthetic
Nag-avail kami ng tour sa simbahan kahapon.,Neutral,synthetic
Pumunta kami sa plaza noong Sabado.,Neutral,synthetic
"Ang galing ng staff, proud kami sa festival area namin.",Positive,synthetic
"Terrible safety, complete waste of time sa festival area.",Negative,synthetic
"Sobrang dumi ng price, nakakadiri sa church.",Negative,synthetic
"Napakaayos ng serbisyo, babalik pa kami sa landmark.",Positive,synthetic
Ilan po ang bayad para sa staff ng cultural site?,Neutral,synthetic
"Terrible kapaligiran, complete waste of time sa church.",Negative,synthetic
Ilang minuto lang ang layo ng museum mula sa main road.,Neutral,synthetic
"Nakakatuwa ang crowd control dito sa tourist spot, sulit ang byahe.",Positive,synthetic
"Highly recommended ang riverside walk, lalo na ang staff.",Positive,synthetic
Overpriced pero mababa ang kalidad ng parking.,Negative,synthetic
"The wifi signal at the riverside walk was excellent, highly recommended.",Positive,synthetic
Overpriced pero mababa ang kalidad ng organisasyon.,Negative,synthetic
"Napabayaan ang church, kitang-kita sa organisasyon nila.",Negative,synthetic
"Excellent ilaw sa gabi, courteous at mabilis ang mga tauhan sa museum.",Positive,synthetic
"Grabe ang ganda ng museo, kahit ang service ay astig.",Positive,synthetic
May entrance fee ba sa landmark?,Neutral,synthetic
"Napabayaan ang museum, kitang-kita sa staff nila.",Negative,synthetic
May entrance fee ba sa riverside walk?,Neutral,synthetic
"Sakto lang ang staff, pwede na.",Neutral,synthetic
Dumaan lang kami sa cultural site papunta sa ibang lugar.,Neutral,synthetic
"Sobrang dumi ng tour guide, nakakadiri sa museum.",Negative,synthetic
"Highly recommended ang museo, lalo na ang banyo.",Positive,synthetic
"Poor daan papunta at the tourist spot, would not recommend.",Negative,synthetic
"Medyo ordinary lang ang event venue, walang masyadong kaibahan.",Neutral,synthetic
Rude at bastos ang mga tauhan sa park.,Negative,synthetic
"Terrible kapaligiran, complete waste of time sa simbahan.",Negative,synthetic
Ilan po ang bayad para sa presyo ng plaza?,Neutral,synthetic
Dumaan lang kami sa event venue papunta sa ibang lugar.,Neutral,synthetic
"Okay lang ang price, walang special pero ok naman.",Neutral,synthetic
"The price at the heritage trail was excellent, highly recommended.",Positive,synthetic
"Ang galing ng banyo, proud kami sa tourist spot namin.",Positive,synthetic
May tanong ako tungkol sa guides ng church.,Neutral,synthetic
"Ang galing ng pagkain, proud kami sa heritage trail namin.",Positive,synthetic
"Delikado ang guides sa cultural center, kailangan ayusin agad.",Negative,synthetic
"Grabe ang ganda ng simbahan, kahit ang serbisyo ay astig.",Positive,synthetic
Ilang minuto lang ang layo ng tourist spot mula sa main road.,Neutral,synthetic
"Medyo ordinary lang ang tourist spot, walang masyadong kaibahan.",Neutral,synthetic
"Disappointing ang organisasyon, hindi ko na babalikan ang cultural center.",Negative,synthetic
"Well-maintained ang event venue, dagdag pa ang magandang wifi signal.",Positive,synthetic
Sulit na sulit ang byahe dahil sa serbisyo ng heritage site.,Positive,synthetic
"Highly recommended ang plaza, lalo na ang crowd control.",Positive,synthetic
Friendly at accommodating ang mga tao sa simbahan.,Positive,synthetic
"Well-maintained ang heritage site, dagdag pa ang magandang guides.",Positive,synthetic
Dumi at bulok ang cleanliness sa festival area.,Negative,synthetic
Ang staff ng heritage trail ay talagang kahanga-hanga.,Positive,synthetic
"Hindi maayos ang cleanliness, sayang ang pera at oras.",Negative,synthetic
Ilan po ang bayad para sa cleanliness ng tourist spot?,Neutral,synthetic
Rude at bastos ang mga tauhan sa heritage trail.,Negative,synthetic
Ilan po ang bayad para sa staff ng festival area?,Neutral,synthetic
"Hindi maayos ang view, sayang ang pera at oras.",Negative,synthetic
May entrance fee ba sa resort?,Neutral,synthetic
"Napakabait ng mga tao sa park, dagdag pa ang mahusay na kapaligiran.",Positive,synthetic
"Grabe ang gulo sa event venue, pati ang crowd control sira-sira.",Negative,synthetic
"Grabe ang ganda ng park, kahit ang parking ay astig.",Positive,synthetic
"Highly recommended ang landmark, lalo na ang food.",Positive,synthetic
"Disappointing ang kapaligiran, hindi ko na babalikan ang cultural site.",Negative,synthetic
"Ang galing ng food, proud kami sa landmark namin.",Positive,synthetic
Hindi worth it ang bayad dahil sa mahinang tanawin.,Negative,synthetic
"Sobrang dumi ng guides, nakakadiri sa City Hall grounds.",Negative,synthetic
"Delikado ang serbisyo sa heritage trail, kailangan ayusin agad.",Negative,synthetic
"Well-maintained ang festival area, dagdag pa ang magandang staff.",Positive,synthetic
"Hindi maayos ang organisasyon, sayang ang pera at oras.",Negative,synthetic
"Delikado ang facilities sa event venue, kailangan ayusin agad.",Negative,synthetic
"Ang facilities ay hindi maganda, kailangan ng improvement sa simbahan.",Negative,synthetic
"Highly recommended ang museum, lalo na ang accessibility.",Positive,synthetic
Hindi worth it ang bayad dahil sa mahinang pagkain.,Negative,synthetic
"Medyo ordinary lang ang simbahan, walang masyadong kaibahan.",Neutral,synthetic
May entrance fee ba sa museo?,Neutral,synthetic
"Okay lang ang facilities, walang special pero ok naman.",Neutral,synthetic
"Sobrang linis at ayos ang City Hall grounds, top tier ang signage nila.",Positive,synthetic
May entrance fee ba sa cultural site?,Neutral,synthetic
"Maganda ang staff sa heritage site, masaya kami.",Positive,synthetic
"Sobrang dumi ng serbisyo, nakakadiri sa cultural center.",Negative,synthetic
"Napakaayos ng wifi signal, babalik pa kami sa resort.",Positive,synthetic
"Poor guides at the heritage site, would not recommend.",Negative,synthetic
"Napakabait ng mga tao sa landmark, dagdag pa ang mahusay na presyo.",Positive,synthetic
Sulit na sulit ang byahe dahil sa presyo ng landmark.,Positive,synthetic
"Napakabait ng mga tao sa resort, dagdag pa ang mahusay na facilities.",Positive,synthetic
"Grabe ang ganda ng church, kahit ang cleanliness ay astig.",Positive,synthetic
Hindi worth it ang bayad dahil sa mahinang guides.,Negative,synthetic
"Solid ang daan papunta, kaya naman worth it ang pagpunta sa tourist spot.",Positive,synthetic
"Sobrang dumi ng ilaw sa gabi, nakakadiri sa simbahan.",Negative,synthetic
"The City Hall grounds is beautiful, the view exceeded expectations.",Positive,synthetic
Nag-avail kami ng tour sa heritage trail kahapon.,Neutral,synthetic
Nandito kami ngayon sa riverside walk kasama ang pamilya.,Neutral,synthetic
Hindi worth it ang bayad dahil sa mahinang daan papunta.,Negative,synthetic
"Napakabait ng mga tao sa cultural center, dagdag pa ang mahusay na service.",Positive,synthetic
Sobrang pangit ng karanasan namin sa tourist spot dahil sa banyo.,Negative,synthetic
"Terrible tour guide, complete waste of time sa cultural center.",Negative,synthetic
May tanong ako tungkol sa service ng church.,Neutral,synthetic
Hindi worth it ang bayad dahil sa mahinang serbisyo.,Negative,synthetic
Overpriced pero mababa ang kalidad ng signage.,Negative,synthetic
"Well-maintained ang simbahan, dagdag pa ang magandang serbisyo.",Positive,synthetic
May entrance fee ba sa plaza?,Neutral,synthetic
Ang riverside walk ay bukas mula alas-otso hanggang alas-singko.,Neutral,synthetic
"The kaligtasan at the park was excellent, highly recommended.",Positive,synthetic
"Medyo ordinary lang ang museum, walang masyadong kaibahan.",Neutral,synthetic
Nandito kami ngayon sa cultural site kasama ang pamilya.,Neutral,synthetic
Nag-avail kami ng tour sa museo kahapon.,Neutral,synthetic
Pumunta kami sa park noong Sabado.,Neutral,synthetic
"Solid ang facilities, kaya naman worth it ang pagpunta sa event venue.",Positive,synthetic
"Poor safety at the landmark, would not recommend.",Negative,synthetic
"Okay lang ang daan papunta, walang special pero ok naman.",Neutral,synthetic
"Poor parking area at the simbahan, would not recommend.",Negative,synthetic
Overpriced pero mababa ang kalidad ng facilities.,Negative,synthetic
"Nakakainis ang service, ang tagal ng pila sa City Hall grounds.",Negative,synthetic
"Hindi maayos ang banyo, sayang ang pera at oras.",Negative,synthetic
"Sakto lang ang daan papunta, pwede na.",Neutral,synthetic
"Grabe ang gulo sa park, pati ang banyo sira-sira.",Negative,synthetic
Sobrang pangit ng karanasan namin sa heritage site dahil sa kalinisan.,Negative,synthetic
May tanong ako tungkol sa serbisyo ng resort.,Neutral,synthetic
Dumaan lang kami sa City Hall grounds papunta sa ibang lugar.,Neutral,synthetic
Ang cultural site ay bukas mula alas-otso hanggang alas-singko.,Neutral,synthetic
"Medyo ordinary lang ang cultural site, walang masyadong kaibahan.",Neutral,synthetic
"Terrible price, complete waste of time sa City Hall grounds.",Negative,synthetic
"Sobrang linis at ayos ang simbahan, top tier ang tour guide nila.",Positive,synthetic
"Napakaayos ng tanawin, babalik pa kami sa tourist spot.",Positive,synthetic
"The serbisyo at the church was excellent, highly recommended.",Positive,synthetic
Nagtanong kami sa staff tungkol sa schedule ng museum.,Neutral,synthetic
Dumi at bulok ang food sa festival area.,Negative,synthetic
"Napakabait ng mga tao sa simbahan, dagdag pa ang mahusay na tanawin.",Positive,synthetic
Ang parking area ng plaza ay talagang kahanga-hanga.,Positive,synthetic
Sobrang pangit ng karanasan namin sa resort dahil sa pagkain.,Negative,synthetic
"Nakakainis ang presyo, ang tagal ng pila sa resort.",Negative,synthetic
May tanong ako tungkol sa food ng cultural center.,Neutral,synthetic
"Ganito lang talaga ang cleanliness, walang masyadong pagbabago.",Neutral,synthetic
"Terrible safety, complete waste of time sa cultural center.",Negative,synthetic
Hindi worth it ang bayad dahil sa mahinang tour guide.,Negative,synthetic
"Disappointing ang price, hindi ko na babalikan ang riverside walk.",Negative,synthetic
"Nakakatuwa ang staff dito sa cultural site, sulit ang byahe.",Positive,synthetic
"Excellent staff, courteous at mabilis ang mga tauhan sa landmark.",Positive,synthetic
Ilan po ang bayad para sa parking area ng tourist spot?,Neutral,synthetic
"Grabe ang gulo sa City Hall grounds, pati ang parking area sira-sira.",Negative,synthetic
"Underwhelming ang cultural center, lalo na ang kaligtasan.",Negative,synthetic
"Terrible daan papunta, complete waste of time sa museum.",Negative,synthetic
"Medyo ordinary lang ang landmark, walang masyadong kaibahan.",Neutral,synthetic
Nagtanong kami sa staff tungkol sa schedule ng plaza.,Neutral,synthetic
"Nakakatuwa ang price dito sa park, sulit ang byahe.",Positive,synthetic
May entrance fee ba sa heritage trail?,Neutral,synthetic
Sulit na sulit ang byahe dahil sa signage ng park.,Positive,synthetic
Sobrang pangit ng karanasan namin sa cultural site dahil sa staff.,Negative,synthetic
Dumi at bulok ang tanawin sa museum.,Negative,synthetic
"Sobrang linis at ayos ang cultural site, top tier ang staff nila.",Positive,synthetic
"Ganito lang talaga ang service, walang masyadong pagbabago.",Neutral,synthetic
"Terrible kapaligiran, complete waste of time sa museo.",Negative,synthetic
"Nakakainis ang tour guide, ang tagal ng pila sa museo.",Negative,synthetic
"Underwhelming ang cultural site, lalo na ang facilities.",Negative,synthetic
Dumi at bulok ang organisasyon sa festival area.,Negative,synthetic
"Excellent staff, courteous at mabilis ang mga tauhan sa museum.",Positive,synthetic
Ilang minuto lang ang layo ng festival area mula sa main road.,Neutral,synthetic
"Solid ang parking, kaya naman worth it ang pagpunta sa park.",Positive,synthetic
